"ccaa","provincia","carretera","carretera_small","salida_carretera","sentido_carretera","tipo_sentido_carretera (si ese sentido aumenta km, ascendente; si no, descendente; pongo 'ambas' cuando está dentro de un pueblo y se puede acceder fácilmente desde ambos sentidos)","pet_friendly","terraza","nombre","descripcion","web","teléfono","coordenada_y","coordenada_x","google_maps","image1",,"otras_observaciones"
"Cataluña","Lleida","En la carretera Na-II, km 504, en Vilagrassa","A-2 (con salida hacia N-II)","502 (salida; dirección Barcelona) o 504 (salida; dirección Lleida)","lleida_hacia_barcelona","¿ambas?","Sí","Sí","Hostal del Carme","Llevan décadas a pie de carretera, sirviendo desde desayunos que ellos denominan de tenedor desde primera hora a almuerzos caseros, siendo los caracoles la especialidad de la casa.","https://www.hostaldelcarme.com",973311000,"41.6471613","1.1025142","https://www.google.es/maps/place/HOTEL+Restaurant+Hostal+del+Carme/@41.6471613,1.1025142,598m/data=!3m1!1e3!4m9!3m8!1s0x12a699102e6ae995:0x802d22d6b4e30299!5m2!4m1!1i2!8m2!3d41.6470642!4d1.1036457!16s%2Fg%2F1vfvcpnq",,,
"Comunidad Valenciana","Alicante","N-340, PK 790,  Alcoy","A-7","453 (salida hacia N-340; dirección Valencia) o 449 (salida hacia N-340; dirección Murcia)","murcia_hacia_valencia","¿ambas?","Sí","Sí","Venta Sant Jordi","Tienen entrantes fríos y calientes. Carnes a la brasa y platos de cuchara.","https://ventasantjordi.com/#restaurante",965547319,"38.6740805","-0.4597323","https://www.google.es/maps/place/Hotel+Rural-Restaurante+Venta+Sant+Jordi/@38.6740805,-0.4597323,18.19z/data=!4m9!3m8!1s0xd6381f28b002575:0xd61cfe06b89f02a!5m2!4m1!1i2!8m2!3d38.6744957!4d-0.4586102!16s%2Fg%2F11ylnkf2q",,,
"Comunidad Valenciana","Castellón","N-340, Km. 1009, 12596 Torreblanca","N-340","1009 (km)","castellon_hacia_barcelona","¿ascendente?","No","No","Restaurante Piero","Ofrece ensalada, ensaladillas y arroces. ","https://www.restaurantepiero.com/",964420381,"40.2088104","0.1802607","https://www.google.es/maps/place/Restaurante+Piero/@40.2088104,0.1802607,17.61z/data=!4m6!3m5!1s0x12a015c5d9bad305:0x8ea9f46450a33620!8m2!3d40.2091887!4d0.1821927!16s%2Fg%2F11_vdm87c",,,
"Comunidad Valenciana","Castellón","En la Autovía del Mediterráneo, Pl. Parque, 6, Vall d'Uixó","A-7","283 (salida hacia CV-26, en el municipio Vall d'Uxió)","castellon_hacia_valencia","¿ambas?","Sí","Sí","Restaurante Racó Casa Tere","Disponen de amplio surtido de raciones, platos combinados y bocadillos.","https://www.facebook.com/RacoCasaTere/?locale=es_ES",964664451,"39.8198747","-0.2346815","https://www.google.es/maps/place/Restaurante+Rac%C3%B3+Casa+Tere/@39.8198747,-0.2346815,17z/data=!3m1!4b1!4m6!3m5!1s0xd600df9b9eb942f:0x383bdbba4c78b5c0!8m2!3d39.8198747!4d-0.2324928!16s%2Fg%2F1tznnpc1",,,
"Extremadura","Badajoz","En la A-5, en la salida 365, en dirección Montijo hacia Barbaño (Badajoz)","A-5","365 (salida) - Dentro de Barbaño","madrid_hacia_badajoz","¿ambas?","Sí","Sí","El Corral del Rey - El Portu","Ofrecen bocadillos calientes, raciones de ibéricos o patatas revolconas, o platos de cabrito, solomillo de cerdo, caldereta de cochinillo o robo de toro.  ","https://www.facebook.com/julioclaromergulao/?locale=es_ES",606283577,"38.8763111","-6.5881412","https://www.google.es/maps/place/El+Corral+del+Rey/@38.8763111,-6.5881412,381m/data=!3m1!1e3!4m6!3m5!1s0xd16975abad3c397:0x94e90cf725e94217!8m2!3d38.8765836!4d-6.5873494!16s%2Fg%2F11by_cqcrb",,,
"Extremadura","Cáceres","En la A-66, km. 539. Autovía Ruta de la Plata, Casar de Cáceres","A-66","539 (salida)","plasencia_hacia_caceres","¿descendente pero fácil acceso desde ambas?",,,"Restaurante El Gallo","Tienen menú del día y sencillas raciones. ","(No tiene)",927291337,"39.5572462","-6.4023013","https://www.google.es/maps/place/Restaurante+%22El+Gallo%22/@39.5572462,-6.4023013,734m/data=!3m1!1e3!4m15!1m8!3m7!1s0xd1609f80c238a45:0xb590579de82c1586!2s10190+Casar+de+C%C3%A1ceres,+C%C3%A1ceres!3b1!8m2!3d39.5587084!4d-6.4170537!16s%2Fm%2F02z7jhy!3m5!1s0xd15e1ff4b810753:0xb691ab2908c9902c!8m2!3d39.55739!4d-6.402622!16s%2Fg%2F11b8ts_f5y",,,
"Galicia","Lugo","En la confluencia de la N-634 y N-642, en San Cosme de Barreiros","N-642 (en cruce con N-634)","Altura cruce con carretera N-634 (en San Cosme de Barreiros)","compostela_hacia_san-sebastian","¿ambas?","No","No","O’Asador de Alba","En el bar cafetería ofrecen platos combinados, raciones de pulpo, filete de ternera o tortilla de patatas. Tiene también un restaurante con menú del día, pulpo, arroces y mariscada gallega.","www.Restauranteoasador.com",982124403,"43.5396204","-7.2538715","https://www.google.es/maps/place/Restaurante+O'Asador+del+Alba/@43.5396204,-7.2538715,18.13z/data=!4m6!3m5!1s0xd3187c2e775c02b:0x4648e6114ac7eec9!8m2!3d43.5396079!4d-7.2533176!16s%2Fg%2F11bw64k85g",,,
"Galicia","Lugo","Entre la A-6 y la N-VI, en Baamonde","A-6","522B (salida)","coruna_hacia_lugo","¿descendente pero fácil acceso desde ambas?","Sí","Sí","Casa do Labrego","Regentado por la misma familia desde 1978, presentan platos típicos gallegos, como el pulpo a feira, huevos con chorizo, carrilleras de vaca gallega, empanada o cocido labriego.","https://casadolabrego.gal/",617822113,"43.1748448","-7.7617886","https://www.google.es/maps/place/Casa+do+Labrego+1978/@43.1748448,-7.7617886,17.6z/data=!4m6!3m5!1s0xd31df0c5183d6e1:0xdaa4981f3bfd4c59!8m2!3d43.1753044!4d-7.7603722!16s%2Fg%2F1tg2fsb9",,,
"Galicia","Orense","En Santa Cruz de Arrabaldo, en la N-120","N-120 (cerca de A-52)","581 (km)","vigo_hacia_ourense","¿descendente?","Sí","Sí","Catro Camiños","Parada de moteros que los findes de semana es famoso por el pulpo. Tiene un buen aparcamiento.","http://restaurantecuatrocaminos.com/",988384115,"42.3460587","-7.9874398","https://www.google.es/maps/place/Restaurante+Catro+Cami%C3%B1os/@42.3460587,-7.9874398,18.69z/data=!4m15!1m8!3m7!1s0xd2ff72b840ceb13:0xb3728127406c3b7f!2s32990+Arrabaldo,+Province+of+Ourense!3b1!8m2!3d42.3471894!4d-7.9979485!16s%2Fg%2F120p4pwc!3m5!1s0xd2ff72b8a9c48df:0x8f96b58f1f1400f4!8m2!3d42.3461721!4d-7.9869147!16s%2Fg%2F1tgb8m_x",,,
"Galicia","Pontevedra","En A Cañiza, en la A-52, en la Autovía de las Rías Baixas","A-52","272 (salida)","vigo_hacia_ourense","¿descendente?","No","Sí","Os do Resero","Tiene una tienda con racimos de chorizos, licores y quesos gallegos. La cafetería sirve bocadillos y pinchos de tortilla siempre con buen pan.","https://osdoresero.es/",986652431,"42.2037373","-8.2666639","https://www.google.es/maps/place/Os+Do+Resero/@42.2037373,-8.2666639,19.23z/data=!4m6!3m5!1s0xd25630875966edf:0xb42e9e1d8c7bd4c3!8m2!3d42.2037928!4d-8.2666047!16s%2Fg%2F1q5bnr01h",,,
"La Rioja","La Rioja","A pie de la N-111, en la ruta de los Cameros, en la calle Carretera Nº 9,  Pradillo ","N-111","A la altura del municipio de Padrillo","soria_hacia_logrono","¿ascendente?","Sí","Sí","Los Cucharones","Entre los platos del menú del día hay verduras salteadas, calabacín relleno, pochas con setas, migas cameranas con huevos o entrecot de vaca.","https://los-cucharones-barrestaurante.negocio.site/",626876679,"42.1767037","-2.6411911","https://www.google.es/maps/place/Los+Cucharones+Bar%26Restaurante/@42.1767037,-2.6411911,18.98z/data=!4m6!3m5!1s0xd453848861a3b07:0x74619b4facbd81f4!8m2!3d42.1769195!4d-2.6408211!16s%2Fg%2F11b6d7rlw4",,,
"Murcia","Murcia","Al lado de la A-7 y de la N-340, en Avenida de Lorca, 134, en Sangonera la Seca","A-7","584 (salida; hacia N-340)","almeria_hacia_murcia","¿descendente pero se puede entrar desde ambas (pueblo/carretera menor?","Sí","Sí","Venta El Peretón","Mantienen las recetas de la fundadora Carmen Martínez, quien puso los cimientos de una casa, que rinde homenaje a la huerta, a la carne y a la cocina tradicional, junto a las brasas y el horno de leña. En la carta, berenjenas rellenas, migas con tropezones, pinchos morunos o cabrito. Tienen los famosos pasteles de carne murcianos, que también venden en tienda, así como un surtido de embutidos.","https://elpereton.com",968802701,"37.955895","-1.2383279","https://www.google.es/maps/place/Venta+El+Peret%C3%B3n/@37.955895,-1.2383279,19.08z/data=!4m6!3m5!1s0xd64806d2a3ca22d:0x9aa126372721c9c3!8m2!3d37.9560292!4d-1.2378625!16s%2Fg%2F1tgns_jm",,,
"País Vasco","Guipúzcoa","Junto a la AP8. Barrio Bedua - 20750 Zumaia","AP-8","48 (salida)","san-sebastian_hacia_bilbao","¿ascendente?","Sí","Sí","Restaurante Asador Bedua","Típico asador para sentarse y disfrutar de las vistas, junto a una presa. Tienen huerto propio. Carne, rodaballo y verduras.","https://www.bedua.eus/",943860551,"43.2785996","-2.2542013","https://www.google.es/maps/place/Restaurante+Asador+Bedua,+Zumaia/@43.2785996,-2.2542013,18.42z/data=!4m6!3m5!1s0xd51cf775417f967:0xfa74356b05e010b!8m2!3d43.2785091!4d-2.2538586!16s%2Fg%2F11xdmljw6",,,
"Andalucía","Málaga","urbanizacion Hacienda Beach 162 Ctra, N340 km Estepona",,,,,"Sí","Sí","Chiringuito Sonora Beach",,"http://www.sonorabeach.es/?fbclid=IwAR0_PW-wKEDpxUope3hdRVwbNn-FFiTkA5Rh8U81vtsIofsebKhzGFTbQeA","605 95 08 82",,,,,,
